identifier,Model Specific Name,Description,CRM Path,used by
builtwork_100_subject,Subject,"This field is used to record the subject of representation of the documented physical object. It is meant to capture general subject areas, not particular individual items represented.",--> P62 --> E1 [100_1],Swiss Art Research Infrastructure
