identifier,Model Specific Name,Description,CRM Path,used by
person_166_related_works,Related Works,This field is used to record works that the documented person was primarily responsible for as creator.,--> P14i --> E12 [166_1] --> P108 --> E22 [166_2],Swiss Art Research Infrastructure
