identifier,Model Specific Name,Model Specific Description,CRM Path,used by
artwork_100_subject,Subject,"This field is used to indicate the subject of representation of the documented artwork. It is meant to capture general subject areas, not particular individual items represented.",--> P62 --> E1 [100_1],Swiss Art Research Infrastructure
